Scenario_ID,Minute_0,Minute_1,Minute_2,Minute_3,Minute_4,Minute_5,Minute_6,Minute_7,Minute_8,Minute_9,Minute_10,Minute_11,Minute_12,Minute_13,Minute_14,Minute_15,Minute_16,Minute_17,Minute_18,Minute_19,Minute_20,Minute_21,Minute_22,Minute_23,Minute_24,Minute_25,Minute_26,Minute_27,Minute_28,Minute_29,Minute_30,Minute_31,Minute_32,Minute_33,Minute_34,Minute_35,Minute_36,Minute_37,Minute_38,Minute_39,Minute_40,Minute_41,Minute_42,Minute_43,Minute_44,Minute_45,Minute_46,Minute_47,Minute_48,Minute_49,Minute_50,Minute_51,Minute_52,Minute_53,Minute_54,Minute_55,Minute_56,Minute_57,Minute_58,Minute_59
10,284.1953239674225,268.6966476996596,246.08738159903186,220.0,220.0,220.0,220.0,220.0,220.23920895983997,233.56684696389556,220.0,240.95872792363298,249.9117551879965,220.63488742441754,246.78539111189195,276.2464591491189,245.52191633895936,229.90335170926363,251.33744129477793,268.715619621634,246.63209097658043,226.28654361015015,220.0,220.0,228.2778340071207,220.0,220.0,237.32296566936296,220.0,220.0,234.93447101191867,262.59894965002263,263.4163705981193,265.66431456669136,238.16635536047568,234.48522103811752,236.76842968996914,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,247.33690965179264,253.88838140057604,266.42554374069033,286.667530443204,286.558484368238,257.6429045343576,260.240362461656,266.31924072311756,283.50000391602066,278.71617215209824,252.6467933477877,237.5111067536984,227.92686750160289,238.14107439481498,243.09555572163882
11,355.3167558411816,389.37282325669014,396.77706061167225,378.38293603319187,350.5077091166201,326.2078488595233,308.4248898464389,284.6725859746078,262.73227765819917,247.68893946676846,224.8250911374013,252.59867086125107,223.21503305756602,224.93083032748385,220.0,253.76650318360245,226.60922633536612,220.0,252.86293032927583,278.44842914185443,300.643474108304,283.6966720014498,260.65880311875446,272.46382851346465,302.52014775239564,306.4935502633707,311.5064385262637,296.1049750824836,314.96948040591917,293.0625428049458,280.7200893532428,275.500640056392,276.03336656430383,258.0020478333594,231.04062556510368,238.78402853601796,223.98816726283587,229.67484276241873,220.0,220.0,222.281260278611,220.0,220.0,220.0,220.0,254.29721626729616,241.86198541552676,263.5531966253512,246.37804245881466,259.0832330144897,277.29918320676774,283.99389504931685,282.00422824782794,275.8330922381367,265.2538708961464,295.3209109934942,318.4642695386352,351.0161532852911,324.71695892927926,340.8776821935344
12,576.5693735919945,554.2556882235907,523.9104269392651,540.7888723895693,546.0019903121631,569.9300046852421,544.7140710490823,565.3827828792747,544.4966952826169,520.9526112832162,497.45121713838574,519.4714475545825,531.0352530033165,532.6498327371548,522.7679666258,549.1720044827176,541.6431620023021,563.8051227653125,559.5445663652278,550.9306764249712,548.3182614218437,534.4147126133336,551.7473692256712,551.9377965321447,533.1926851924219,561.1629053216417,553.0352908177665,556.0839910957457,584.5370388632639,593.2336985772433,566.4165614268288,597.2048100797721,600.0,588.443393025996,563.1924381124331,583.7742013613539,592.1792942763499,594.5215707146924,600.0,600.0,575.6172415812925,562.4377863269809,544.8320261139935,561.9082665940808,529.2555370255853,534.1478149665775,552.5199229684258,578.8935175417482,567.8392399518617,590.3272512789026,563.0714728657671,587.3231332871834,561.2473396504222,554.0574499896479,574.8681255942166,550.3623455086308,531.4099431749157,546.9676229624304,562.3701805206556,572.2505148226264
13,483.700408897498,486.69111993182975,469.3170540553164,458.51577360059076,436.22761377669053,464.81915307004454,470.65657870367295,463.71617787712773,461.05658413221704,492.3664179050441,468.1010161231697,474.13710436434553,474.5493118862581,482.3511083666835,448.61882123414233,474.6674948602329,504.9157746340858,509.4750974853304,523.2406551567129,552.8156118391237,567.3223162410616,543.0000492450598,548.3402344567368,555.8102877035367,550.4994346947037,567.0505311884343,597.4562222222653,600.0,596.5587559982893,569.4854192071422,600.0,600.0,573.7263876842287,600.0,600.0,600.0,600.0,592.9301892709091,561.7635039884512,550.2273109036643,571.4270523055251,536.7512939158473,525.0962359342274,517.9680444855934,520.585736691248,549.9756298401412,539.2198494457585,528.5065735784945,545.1316609461768,541.7869168084633,522.509254414262,519.1800205435505,494.04001197013656,471.3871010255722,471.27284511733575,465.59762658265413,494.63683965742115,485.00441259558545,490.6455971150485,499.9040972694156
14,224.9758935035668,236.42350954473653,220.0,252.27492222286185,227.68131316557975,221.7050018264714,220.0,254.7811976292163,254.9348483524033,261.61179956480635,231.30715298199627,248.80438590993873,228.49777742662974,256.3615776874797,235.72135252122024,220.0,220.0,220.0,224.53887932838313,220.0,239.28693316865073,236.01715160101267,237.72447045394327,233.57786273961923,226.63127700089206,230.8061001924673,220.0,220.0,245.3249934709462,276.5530758203005,267.68472795988316,251.63685507993193,261.716823106663,255.32821508352976,222.1052599797539,220.0,235.11805601931783,246.24273195302843,220.0,220.0,220.0,232.032492051911,220.0,220.0,240.99412597612326,220.0,230.69222754963124,220.0,220.0,220.0,235.55868522989613,260.4574379973361,283.5728285170255,276.37567559031737,288.1416351502626,267.49053582937006,253.01087694764098,280.75438424411936,246.6645188898709,220.0
15,298.99677695549036,265.85403122665775,243.55451168294357,249.367420950822,243.86713949229687,271.35415926768513,293.575208589376,282.50242320822736,265.66206354841785,257.24053212012655,263.5611780961631,247.3256329537644,256.0160565032038,249.67487215659062,253.31817481622923,248.8470318557014,234.45963502363563,265.8513665109866,284.3037721021699,259.1116944058216,284.9044527186755,284.0246365961414,311.6432924787278,332.63316039503985,327.3981057078862,293.97095729029445,277.77837244724066,280.69276747350136,290.0362428613317,273.08838084165586,247.84330602675357,271.2884226027045,305.19657525195316,306.9948880131412,284.0124380225224,268.07395087887824,234.3612982372009,263.36221469643584,236.60479049874573,241.96094378474348,226.1448092328479,229.93726940895345,240.53669659358394,263.618622853088,243.06811187633025,220.0,220.0,248.00130492936736,274.1736103587434,280.992527510665,288.02870774102075,299.5812749592586,276.8572644629001,305.8661006776473,300.1800374200924,291.99973439755723,293.3239737673559,261.61159144160973,238.2514272545353,254.9137804043812
16,251.46349381154806,258.68414147419526,240.85857915188774,233.10927213482609,220.0,220.0,235.3332133628972,221.13173345651944,225.78005827730226,224.10358643123925,235.56056800662464,266.1386497593577,282.4186965640752,262.4645230654282,229.6473425197181,220.0,226.65545514901783,220.0,220.0,226.77899942418225,220.0,238.96385426220752,220.0,220.0,235.97321293425222,235.6576050686861,248.84577281862764,244.2836865208899,226.53182884762737,248.86899108482135,269.8281026126499,283.45685557245974,267.50701517855714,273.8231618593932,264.0913346451951,235.5020797780595,264.7140300604165,239.29133422474382,270.8079489922,267.0283530992569,244.98765811796028,247.92072443444533,274.02693294579393,290.2826749944632,311.7419553447647,322.8567910145149,336.31615053076456,360.7598461403369,343.2366067604799,342.49635421549976,322.9810151428719,357.11777570263723,388.2019294807002,355.9618062764956,370.35206835259385,400.11945057169044,377.7597247306038,382.5158908692879,411.6000717004508,378.9762902014568
17,485.01970155379917,470.83413206987774,500.54186574623486,533.5159429078107,564.6145971457511,562.8095923117735,588.1525778810254,600.0,587.3370331270279,600.0,567.5905344300845,574.3294259238282,555.4300445339675,528.869726538377,499.2564506524216,512.9966649638914,501.787912427656,517.5215864346693,487.0965302905953,474.16685393873803,476.9312444050116,497.2818659437391,484.594541148984,493.4069374995746,520.4253798761077,528.5358030488691,509.84296628162343,476.5510209905811,502.4579421636462,468.94680092317327,495.1759180110672,497.20151739297205,527.9362562888748,548.8510827930314,583.7064705303651,573.2562976119848,591.9594778371637,585.0946417898107,583.6859352110843,592.6113176363701,600.0,600.0,600.0,594.2436747517133,588.7386649111082,600.0,581.7144002037811,554.4475881229787,544.2711391578331,529.3778685736188,515.1194370055381,496.47197957903177,464.4185028535771,430.669678284916,464.8102455664382,459.7543649279486,451.6572302291263,464.2325400176412,444.5103121681957,476.0075950447115
18,518.8111054779098,490.06987563976793,484.30052994471293,510.83881147406447,541.9700530344631,539.6881588219541,547.6269560667035,524.3193322931488,558.7011361227371,539.9181552195781,570.9093794090369,581.3846448385027,588.9262204800228,589.8144162511784,570.9613030714215,548.3182653118071,528.7522999467193,506.8029782968171,526.3738914464899,515.882659588161,484.9316469475988,517.7688310574556,544.6338430048954,574.5765028285604,600.0,577.1726674453641,569.9096087685502,587.9863020678366,600.0,575.7727134437898,597.881032193133,578.5918722216993,559.2591052592829,561.8473148618219,568.3531103007412,573.9591448493879,545.3632234672308,571.7854838513574,555.3774868325669,529.4435313223631,556.6558969131916,588.5515017892743,600.0,600.0,600.0,600.0,571.0890731937988,564.6807981087477,555.7689942996096,538.9517591628324,554.5911671210334,554.3024685765474,524.9757036900828,505.3885278265696,518.2166412827413,488.54580144706233,513.1302854304762,512.7905423214544,511.43160273431977,517.900147660486
19,533.3787670515567,522.7254116047102,535.1865422838447,539.78777976355,523.4797586754095,549.9838577202705,570.8036792327555,581.8953076588452,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,576.1023573705152,600.0,600.0,567.0473098124191,589.8544823519526,563.8753730750938,552.3336928732336,569.3792708136461,545.6324635370277,567.890155225362,591.139547682404,591.6622890456625,557.1093000658409,542.2019693880848,550.3868536743867,584.0698861363063,593.2968330274731,576.4830837019642,585.863482918937,588.6624594990469,600.0,572.488644717887,590.760597893029,593.6492584003566,600.0,588.9310516227081,598.2145841420845,600.0,572.1756809593476,600.0,600.0,569.748594137362,555.8160438236391,570.3880900288088,540.1026321316228,545.854564343962,535.066378330669,543.5304645743923,511.7324069412682,537.7399833719345,570.8842112143523,600.0,600.0,574.1060368091443
20,508.1400144530286,474.86109860514466,441.40974721217447,429.06246255264233,428.26748588096893,447.19600512751447,460.02668148996986,456.23987093634224,440.39373757605887,475.1924525870986,470.0251437436167,466.622235446694,443.07590293011083,463.7125713426059,477.27032714731007,457.7242000425233,428.4908732356323,441.12582438086224,451.9416093805417,436.06977627041636,467.6302256279451,443.2042780526081,438.46771412559025,469.5208285373222,463.90174072215075,473.59855705863674,466.43016491603237,450.6252290804393,484.50366443762726,478.15704487968026,505.74398913721967,486.8408115495957,466.7581408313515,433.9375266332673,444.55420440957926,435.3510484702425,460.8561259590171,458.9808194274261,491.75435938145665,469.74114548067513,495.5447672375679,514.9065469329898,533.8710760580735,558.0059020262556,576.2775813922656,585.1130039064647,559.3001453442317,526.5769779086194,556.0363272557174,564.201849272169,584.9594596405014,583.66602424638,556.8775974737475,530.640602927926,543.630173033954,538.7515856769163,517.7883165459399,517.1999348178405,486.69456041309985,492.43255854710776
21,322.2174936853371,343.04663072994026,329.7719678545904,326.63737829031646,292.4508160838835,262.52209822950266,254.9966471779706,253.59236560816925,260.5938039765205,246.01018448617174,259.6589165150297,284.867484318274,304.4570535408085,272.2303713151935,270.86585762324154,243.2109701125138,225.15412122289072,259.22050275159097,234.1951907546969,234.11736149629184,242.38826289856019,256.5608108366475,260.73621868073144,226.4201780000743,220.0,221.2398150369298,220.0,220.0,220.0,220.0,220.0,220.0,224.72785937830906,237.99040721791766,259.0314761555535,238.0419932526902,220.0,220.0,229.55011746805457,244.00341832213763,220.0,250.5348572370583,220.0,222.89074347107493,237.52497983263908,263.49281849486505,278.478903744135,299.5998695590204,288.3613830370168,310.3991409992727,281.00718024619994,308.64434617043685,311.9758125011984,334.18665639857295,330.848936314854,340.8993749786107,342.74756124413864,358.9588277670119,329.67292650915317,298.8975723884926
22,313.8992289238556,290.0673565317788,316.0922061932329,296.437185308296,329.7477532156352,318.3304586396127,296.07871273782166,316.3576082377952,327.4671525228565,327.34085267457624,331.21630124021044,346.5604257192689,327.5522576124598,362.29563173643174,395.5311530867066,406.0539511309922,385.02192269603233,397.6378996662227,367.69178829476505,334.8374634491715,317.8752656449564,315.2588726167086,341.0379479952952,356.9397828789368,373.92923936293545,368.7137727743007,357.9292222525881,348.90193566151027,383.0374051230343,350.8450485219081,376.53725325047947,382.044531850547,377.74761119381833,393.51564742287786,392.5824733226071,418.7220999883233,446.7712304691114,441.2916953502533,425.6696411567069,432.13416415824224,460.9995983514106,440.7459515818073,449.35361243125107,458.5628278377275,474.8807394067972,449.0904773657054,464.1982248934516,492.83050134004645,470.4083189609634,452.03635170563484,485.0340082885496,462.7023949782139,487.5093515140844,486.96880146544686,469.27497667366924,495.22746976274505,491.39883761293163,492.43605238800995,482.58238824599357,489.0889478464385
23,282.13907158230865,274.5147791479319,307.373641711402,290.4429820004809,301.41454851837136,289.1778530141,308.32097181216204,282.4821280624465,315.36960121794465,312.1348691147994,293.6584015490519,263.8031738621528,240.68622721828064,242.07040361720186,230.6606259673919,253.68246157917457,248.844588235501,231.25458731663508,239.45473637891718,253.9291415608984,230.62207511396488,220.0,220.0,236.54814105459485,248.0144579881212,246.23861929060817,270.33055071845195,291.72746142495566,297.7022669327283,323.4812565686564,302.8901412712302,275.72451462907117,259.60698743526046,228.6030673615125,230.78493432158473,261.347332782232,229.1013806290277,220.0,220.0,250.37125122695335,237.50217857532587,238.00861518351334,220.0,220.0,254.0641086071193,286.62241735764246,251.96821602305113,283.5950410026779,293.3334366497629,319.0877172661645,315.91950716053464,317.01122916108216,316.23048977906654,327.91098780729385,302.68657564023573,269.7847269313232,256.33982284270655,270.6674762342718,249.79721788287821,261.9374882156224
24,588.5665775207628,560.1396276260222,572.221775901781,568.2842912531011,594.0542490595265,571.4547343208435,584.9385509766751,600.0,600.0,600.0,599.80223348059,600.0,600.0,600.0,567.1270941787786,597.2935028642671,600.0,600.0,580.0972606678401,591.2192435841262,583.7897519799172,594.3760603728217,566.8375724943811,577.8867438165936,600.0,568.3748427202389,600.0,593.4835572506009,600.0,600.0,600.0,600.0,600.0,593.2898225155723,581.182143824999,592.9136808144499,600.0,600.0,600.0,595.4908320369053,600.0,573.4146338759426,576.5288707332021,541.9319769680706,529.6529850610895,520.3052925020874,513.0373809147352,526.7200853830255,518.9191524719497,515.3277060555268,496.95579521672977,488.08342063078356,468.9922945392042,439.11600920299526,446.3574107396917,458.13230663854284,466.4966308592159,463.94121392525597,455.52621853780204,480.9595740078298
25,417.2510783517629,415.7938097858441,382.58875439229456,371.4761023261255,363.0897956411355,356.0073903039185,361.61945614983176,363.97163442071326,371.5249909162544,390.0668192242034,411.97582093432993,427.24443627018456,459.13109498703,425.4073757743753,404.1118347722235,369.64123602069344,379.96446601151564,407.8266044380147,389.87036519835567,419.76278333409715,388.9815006543664,419.3920225307524,409.0056106375268,381.10506862897194,380.1160917720147,363.0904515124503,348.0315546497849,334.54185219462494,355.7536650429114,358.4949544101792,345.28649335109947,353.00985818286375,368.1404053784873,352.22408542983464,346.1725225366092,319.7045490701955,297.38500353762316,310.06325331517195,287.7639376538658,289.52537451056,304.1586128311303,276.63999744776237,281.3518528217856,264.3112476808811,296.71612894751166,295.5643242179064,316.98380270216745,320.49966065310576,288.5385379529431,297.8591342445247,329.4573681989907,336.5701956092339,358.91341576910924,385.8078682034978,366.7734522399231,346.61659103349893,354.38526025306834,348.15725313953766,371.9475443402081,399.94916297806884
26,354.3001241350329,335.88106326324663,355.51784933031695,339.75427181868645,362.33727411464395,356.99895187005734,368.7274448204603,340.41491678888707,349.0850695162472,345.70880702785325,351.7713994501364,328.53239399227687,345.11355613836963,370.50935156639565,350.68113757274995,322.3811564591613,289.0358574824048,298.97386251343346,306.4704450396481,309.739263929633,290.9755606577513,283.3389803711373,289.9523238341694,289.7260039543113,323.8709903693534,298.4217730483247,312.08189183165626,305.3842055989567,300.35817864374974,315.5900222398221,329.06055283252795,363.4484723916811,337.43607265346986,309.7237481103615,325.42746530937336,330.914549499822,315.1057961590084,285.6651519882374,256.66122945998757,284.25459068647586,262.68530341678786,250.3213127648743,231.18726092076346,221.03700232899908,220.0,221.3341853635789,220.0,241.0249555475653,222.3848012812956,225.18563530361135,251.79117143291342,262.35258726621703,264.6596323248105,252.36299504288678,240.67312895696062,252.53721582083392,287.12697110631564,298.45571439577213,302.50055361167387,318.6460893284211
27,396.7781326678129,365.9880966498678,370.3488737613215,402.3826436766981,379.65384964173427,392.95419199918086,372.01955020531483,374.52748811843054,346.2948395937009,342.82080513177385,360.7522381544411,350.08224485116983,361.6260655652751,382.30756282055614,412.21001018411783,393.6349559139996,386.58707002065114,362.25619095378033,396.7300361048666,426.6201038595673,429.41710297920645,453.35943358555596,454.82649199459894,463.4774901547921,434.7162004029133,452.5851298376898,426.52507369215624,449.34980780983324,469.09177394676027,483.70390278876863,451.235129425502,437.454114341675,420.871994235434,411.0815427584403,382.216535031909,412.8035826440834,416.5697394939497,402.9564412400114,395.7451474352112,392.04932527054973,399.09092860579295,400.1884885445478,429.545926669557,429.3333704729651,463.78443151059696,488.38417855275367,467.9799145577672,498.1215795828413,471.26722743482463,493.48870702920806,485.13233757256864,511.5905400037235,537.354508311245,558.7692863194785,579.0714168609728,565.3989565978356,536.0633064114234,529.2719189249847,506.4186349740403,520.0652111972126
28,351.51789608435854,384.8106101445526,394.67865555872584,417.2522950131311,391.5290221050605,416.8700358641441,446.4630392000817,445.5573735174072,452.9950791599756,471.5317652231853,448.7704691314142,448.95009448385514,441.85650642791705,417.1026858792745,407.83009543968166,377.6021570966662,344.4089905831303,318.8706308239679,351.28868863521006,354.75575614786123,387.3633074285866,382.6381589116958,369.465288227664,369.8952186264811,365.6610368307848,338.05756472910684,347.9154067574213,328.03807953309325,336.4092363759413,346.923312843812,322.5650525628174,291.8595264605642,311.512837485355,308.69886714920744,277.77033283459076,312.41097503647444,281.4556143062201,295.1080803263188,328.9656050947578,310.7082123898726,285.6656681979763,259.16261395754634,245.39187428727803,220.0,233.45129391858924,220.0,220.65954897048528,255.42832874019365,277.40624760561496,285.47160828178573,271.90936173684855,280.58207027726326,282.4749727510789,277.3008096234049,251.45053599521887,278.51283106205153,274.99775647954414,253.6213323069977,244.36448686840797,238.35356954543286
